"PHILIPPINE COLLEGE OF SCIENCE & TECHNOLOGY-
CALASIAO",100.00%
"POLYTECHNIC STATE
COLLEGE OF ANTIQUE- SIBALOM",0.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-LOPEZ,40.00%
"POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA.
MESA",48.33%
"POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-
MARAGONDON",44.44%
"POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-STO.
TOMAS",45.45%
RIZAL MEMORIAL COLLEGE,50.00%
RIZAL TECHNOLOGICAL UNIVERSITY,27.59%
ROMBLON STATE COLLEGE-ODIONGAN,8.33%
ROOSEVELT COLLEGE- CAINTA,0.00%
"SAINT JOSEPH
INSTITUTE OF TECHNOLOGY",14.29%
SAINT LOUIS UNIVERSITY,61.67%
SAINT MARY'S UNIVERSITY,66.67%
SAINT PETER COLLEGE- BALINGASAG,100.00%
SAINT PETER'S COLLEGE-ILIGAN CITY,59.26%
SAMAR STATE UNIVERSITY (SAMAR S.P.C.),20.00%
SILLIMAN UNIVERSITY,33.33%
SORSOGON STATE COLLEGE-SORSOGON,46.15%
"SOUTHERN LEYTE STATE COLLEGE OF SCIENCE & TECH.-SAN
JUAN",100.00%
"SOUTHERN LEYTE
STATE UNIVERSITY (SLSCST)-SOGOD",60.00%
SCHOOL,
,% PASSED
SOUTHERN LUZON STATE UNIVERSITY- LUCBAN (SLPC),50.00%
SOUTHERN MINDANAO COLLEGES,37.50%
SURIGAO EDUCATION CENTER,33.33%
"TARLAC STATE UNIVERSITY  (TARLAC
COLLEGE OF TECH.)",52.00%
"TECHNOLOGICAL
INSTITUTE OF THE PHILIPPINES-MANILA",70.97%
"TECHNOLOGICAL INSTITUTE OF THE
PHILIPPINES-QUEZON CITY",55.88%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-MANILA,62.50%
"TECHNOLOGICAL
UNIVERSITY OF THE PHILIPPINES-TAGUIG",80.95%
UNIVERSITY OF ANTIQUE-SIBALOM,100.00%
UNIVERSITY OF BATANGAS,0.00%
UNIVERSITY OF BOHOL,16.67%
UNIVERSITY OF CEBU,14.29%
UNIVERSITY OF CEBU IN LAPULAPU & MANDAUE,40.00%
"UNIVERSITY OF EASTERN PHILIPPINES-
CATARMAN",18.75%
UNIVERSITY OF EASTERN PHILIPPINES- LAOANG CAMPUS,0.00%
UNIVERSITY OF LUZON (LUZON COLL.),23.08%
UNIVERSITY OF MINDANAO-DAVAO CITY,58.54%
UNIVERSITY OF MINDANAO-TAGUM,50.00%
"UNIVERSITY OF NEGROS OCCIDENTAL-
RECOLETOS",77.78%
UNIVERSITY OF NORTHEASTERN PHILIPPINES,0.00%
UNIVERSITY OF NUEVA CACERES,23.08%
UNIVERSITY OF PANGASINAN,33.33%
"UNIVERSITY OF PERPETUAL HELP RIZAL-CALAMBA
CAMPUS",100.00%
"UNIVERSITY OF PERPETUAL HELP SYSTEM DALTA-LAS
PINAS",0.00%
SCHOOL,
,% PASSED
UNIVERSITY OF PERPETUAL HELP SYSTEM-LAGUNA,60.00%
UNIVERSITY OF RIZAL SYSTEM-MORONG,66.67%
UNIVERSITY OF SAINT LOUIS-TUGUEGARAO,100.00%
UNIVERSITY OF SAN CARLOS,42.86%
UNIVERSITY OF SAN JOSE-RECOLETOS,47.06%
UNIVERSITY OF SANTO TOMAS,75.00%
"UNIVERSITY OF SOUTHEASTERN PHILIPPINES-BISLIG
CAMPUS",33.33%
"UNIVERSITY OF SOUTHEASTERN
PHILIPPINES-DAVAO CITY",52.63%
UNIVERSITY OF THE EAST-CALOOCAN,50.00%
UNIVERSITY OF THE EAST-MANILA,46.15%
UNIVERSITY OF THE PHILIPPINES-DILIMAN,100.00%
UNIVERSITY OF THE PHILIPPINES-LOS BAÑOS,100.00%
"UNIVERSITY OF THE PHILIPPINES-VISAYAS-
CEBU CITY",0.00%
UNIVERSITY OF THE VISAYAS-CEBU CITY,47.06%
"VIRGEN MILAGROSA
UNIVERSITY FOUNDATION",0.00%
WEST NEGROS COLLEGE,0.00%
WESTERN INSTITUTE OF TECHNOLOGY,8.51%
"WESTERN MINDANAO STATE U-ZAMBOANGA
CITY",28.57%
WESTERN PHILIPPINES UNIVERSITY-PUERTO PRINCESA,33.33%
"WESTERN VISAYAS COLLEGE OF SCIENCE &
TECHNOLOGY-LA PAZ",100.00%
XAVIER UNIVERSITY,100.00%
