LA SALLE UNIVERSITY (for.IMMA.CONCEPCION-LA SALLE),20.00%
LAGUNA COLLEGE,27.27%
LAGUNA STATE POLYTECHNIC UNIV-STA CRUZ (LSPC),25.86%
LEYTE INSTITUTE OF TECHNOLOGY (for.OCSAT),0.00%
LICEO DE CAGAYAN UNIVERSITY,20.00%
LYCEUM NORTHWESTERN UNIV- DAGUPAN CITY,12.50%
LYCEUM OF APARRI,7.69%
"LYCEUM OF THE PHILIPPINES - GEN TRIAS, CAVITE",26.19%
"LYCEUM OF THE PHILIPPINES-
LAGUNA (for.LYCEUM INST.OF TECH)",0.00%
MAHARDIKA INSTITUTE OF TECHNOLOGY,0.00%
MALAYAN COLLEGES LAGUNA,51.52%
MANUEL L. QUEZON UNIVERSITY,15.00%
MANUEL S. ENVERGA UNIV. FOUNDATION-LUCENA CITY,22.73%
MAPUA UNIVERSITY (FOR. M.I.T.) - MANILA,80.65%
MARIANO MARCOS STATE UNIVERSITY-BATAC,50.00%
MARINDUQUE STATE COLLEGE- BOAC,33.33%
MEDINA COLLEGE-OZAMIS CITY,0.00%
MEDINA FOUNDATION COLLEGE,0.00%
MINDANAO INSTITUTE OF TECHNOLOGY,0.00%
MINDANAO POLYTECHNIC STATE COLLEGE (DMMMPSC),0.00%
MINDANAO STATE UNIVERSITY- GEN. SANTOS CITY,60.00%
MINDANAO STATE UNIVERSITY- ILIGAN INSTITUTE OF TECHNOLOGY,50.00%
MINDANAO STATE UNIVERSITY- MARAWI CITY,62.50%
MINDANAO UNIVERSITY OF SCIENCE & TECHNOLOGY-CDO,54.17%
MISAMIS UNIVERSITY-OZAMIS CITY,30.00%
MOUNTAIN PROV. STATE POLYTECHNIC COLLEGE-TADIAN,16.67%
NAGA COLLEGE FOUNDATION,0.00%
NATIONAL UNIVERSITY-MANILA,60.38%
NAVAL STATE UNIVERSITY (for.NAVAL INST) BILIRAN,66.67%
NAVAL STATE UNIVERSITY (for.NAVAL INST)-NAVAL,60.00%
NEGROS ORIENTAL STATE UNIVERSITY (CVPC)-DUMAGUETE,85.71%
NEW ERA UNIVERSITY,38.27%
NORTHERN ILOILO POLYTECHNIC STATE COLLEGE-ESTANCIA,42.86%
"NORTHWEST SAMAR STATE
UNIVERSITY (FOR.TIBURCIO TANCINCO)",31.71%
NORTHWESTERN UNIVERSITY,37.50%
"NOTRE DAME OF DADIANGAS UNIVERSITY, INC",53.33%
NOTRE DAME OF KIDAPAWAN COLLEGE,40.00%
NOTRE DAME OF MARBEL UNIVERSITY,48.00%
NOTRE DAME UNIVERSITY,28.95%
"NUEVA ECIJA UNIVERSITY OF SCIENCE & TECHNOLOGY-
CABANATUAN)",24.43%
"NUEVA ECIJA UNIVERSITY OF
SCIENCE & TECHNOLOGY-SAN ISIDRO)",0.00%
NUEVA VIZCAYA STATE UNIVERSITY (NVSIT)-BAYOMBONG,40.63%
"OUR LADY OF FATIMA
UNIVERSITY-PAMPANGA,INC(FOR EAST CC. INC)",13.33%
"PALAWAN POLYTECHNIC COLLEGE, INC.",27.27%
PALAWAN STATE UNIVERSITY-P. PRINCESA,43.64%
PAMANTASAN NG LUNGSOD NG MAYNILA,85.71%
PAMANTASAN NG LUNGSOD NG VALENZUELA,45.16%
PANGASINAN STATE UNIVERSITY- URDANETA,52.94%
PANPACIFIC UNIVERSITY NORTH PHILIPPINES (PANG.CST),30.00%
PARTIDO STATE UNIVERSITY- (GOA)GAO,19.05%
PHILIPPINE CENTRAL ISLANDS COLLEGE,14.29%
"PHILIPPINE COLLEGE OF
SCIENCE & TECHNOLOGY- CALASIAO",25.00%
"PHILIPPINE ENGINEERING & AGRO-INDUSTRIAL COLLEGE, INC",22.08%
PHILIPPINE HARVARDIAN COLLEGE,0.00%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-LOPEZ,38.89%
POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-MAIN-STA. MESA,60.20%
"POLYTECHNIC UNIVERSITY OF THE PHILIPPINES-STA MARIA,
BULACAN",31.25%
PRESIDENT RAMON MAGSAYSAY TECHNOLOGICAL UNIVERSITY-IBA,45.45%
QUIRINO POLYTECHNIC COLLEGE,0.00%
RAMON MAGSAYSAY MEMORIAL COLLEGES,42.86%
REPUBLIC CENTRAL COLLEGES,20.00%
RIZAL MEMORIAL COLLEGE,0.00%
RIZAL TECHNOLOGICAL UNIVERSITY,58.49%
ROMBLON STATE UNIV.( FOR ROMBLON S.C.)- ODIONGAN,35.48%
"SAINT ANNE COLLEGE LUCENA, INC.",0.00%
SAINT ANTHONY'S COLLEGE- ANTIQUE,50.00%
SAINT JOSEPH COLLEGE- CAGAYAN,0.00%
SAINT JOSEPH INSTITUTE OF TECHNOLOGY,23.19%
SAINT JOSEPH'S COLLEGE- MAASIN,29.63%
SAINT LOUIS COLLEGE OF SAN FERNANDO,40.32%
SAINT LOUIS UNIVERSITY,48.03%
SAINT MARY'S COLLEGE-TAGUM,16.55%
SAINT MARY'S UNIVERSITY,41.67%
SAINT PAUL UNIVERSITY- SURIGAO,40.00%
SAINT PAUL UNIVERSITY- TUGUEGARAO,0.00%
SAINT PETER'S COLLEGE-ILIGAN CITY,19.44%
SALAZAR INSTITUTE OF TECHNOLOGY-CEBU CITY,33.33%
SALAZAR INSTITUTE OF TECHNOLOGY-MADRIDEJOS,25.00%
SAMAR STATE UNIVERSITY (SAMAR S.P.C.),35.29%
SILLIMAN UNIVERSITY,45.24%
SORSOGON STATE COLLEGE- SORSOGON,23.53%
SOUTH EAST ASIAN INSTITUTE OF TECHNOLOGY - TUPI,44.44%
SOUTHERN CITY COLLEGES,5.45%
SOUTHERN LEYTE STATE UNIVERSITY (SLSCST)-SOGOD,58.82%
SOUTHERN LUZON STATE UNIVERSITY-LUCBAN (SLPC),30.43%
SOUTHERN MINDANAO COLLEGES,13.43%
SOUTHWESTERN UNIVERSITY,0.00%
ST. MARY'S ANGELS COLLEGE OF PAMPANGA,16.67%
SULTAN KUDARAT STATE UNIVERSITY-TACURONG,47.06%
SULTAN KUDARAT POLYTECHNIC STATE COLLEGE-ISULAN,10.00%
SULTAN KUDARAT STATE UNIVERSITY-KALAMANSIG,0.00%
SURIGAO DEL SUR STATE UNIVERSITY- MAIN CAMPUS,0.00%
SURIGAO DEL SUR STATE UNIVERSITY-TAGO,100.00%
SURIGAO EDUCATION CENTER,30.77%
SURIGAO STATE COLLEGE OF TECHNOLOGY,52.38%
TAGUIG CITY UNIVERSITY,42.86%
TARLAC STATE UNIVERSITY (TARLAC COLLEGE OF TECH.),36.05%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-MANILA,38.51%
TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES-QUEZON CITY,42.45%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-MANILA,40.00%
TECHNOLOGICAL UNIVERSITY OF THE PHILIPPINES-TAGUIG,27.27%
UNIVERSAL COLLEGES OF PARAÑAQUE,83.33%
UNIVERSIDAD DE ZAMBOANGA (for.ZAEC),20.00%
UNIVERSITY OF ANTIQUE- SIBALOM,31.03%
UNIVERSITY OF BAGUIO,60.61%
UNIVERSITY OF BATANGAS,63.16%
UNIVERSITY OF BOHOL,22.64%
UNIVERSITY OF CEBU,38.39%
UNIVERSITY OF EASTERN PHILIPPINES-CATARMAN,36.36%
UNIVERSITY OF EASTERN PHILIPPINES-LAOANG CAMPUS,10.53%
UNIVERSITY OF ILOILO,0.00%
UNIVERSITY OF LA SALETTE- SANTIAGO,27.66%
UNIVERSITY OF LUZON (LUZON COLL.),30.77%
UNIVERSITY OF MAKATI,66.67%
UNIVERSITY OF MANILA,22.58%
UNIVERSITY OF MINDANAO- DAVAO CITY,36.36%
UNIVERSITY OF MINDANAO- GUIANGA JUNIOR COLLEGE,0.00%
UNIVERSITY OF NEGROS OCCIDENTAL-RECOLETOS,61.76%
UNIVERSITY OF NORTHEASTERN PHILIPPINES,40.00%
UNIVERSITY OF NORTHERN PHILIPPINES-VIGAN,22.70%
UNIVERSITY OF NUEVA CACERES,28.21%
UNIVERSITY OF PANGASINAN,55.17%
UNIVERSITY OF PERPETUAL HELP RIZAL-CALAMBA CAMPUS,14.29%
UNIVERSITY OF PERPETUAL HELP SYSTEM DALTA-LAS PINAS,61.54%
UNIVERSITY OF PERPETUAL HELP SYSTEM-LAGUNA,55.00%
UNIVERSITY OF RIZAL SYSTEM- ANTIPOLO,50.00%
UNIVERSITY OF RIZAL SYSTEM- MORONG,18.75%
UNIVERSITY OF SAINT ANTHONY,26.32%
UNIVERSITY OF SAINT LOUIS- TUGUEGARAO,51.61%
UNIVERSITY OF SAN AGUSTIN,47.06%
UNIVERSITY OF SAN CARLOS,70.59%
UNIVERSITY OF SAN JOSE- RECOLETOS,42.31%
UNIVERSITY OF SANTO TOMAS,54.05%
UNIVERSITY OF SOUTHEASTERN PHILIPPINES-BISLIG CAMPUS,38.89%
UNIVERSITY OF SOUTHEASTERN PHILIPPINES-DAVAO CITY,32.39%
UNIVERSITY OF SOUTHERN MINDANAO-KABACAN,42.86%
UNIVERSITY OF SOUTHERN PHILIPPINES,50.00%
UNIVERSITY OF THE ASSUMPTION,26.67%
UNIVERSITY OF THE CORDILLERAS (for.BAGUIO C.F.),47.37%
UNIVERSITY OF THE EAST- CALOOCAN,43.84%
UNIVERSITY OF THE EAST-MANILA,43.37%
"UNIVERSITY OF THE
IMMACULATE CONCEPTION- DAVAO",16.67%
UNIVERSITY OF THE PHILIPPINES- DILIMAN,87.50%
UNIVERSITY OF THE PHILIPPINES- LOS BAÑOS,100.00%
UNIVERSITY OF THE VISAYAS- CEBU CITY,17.95%
URDANETA CITY UNIVERSITY (CCU),33.33%
VIRGEN MILAGROSA UNIVERSITY FOUNDATION,40.00%
"VISAYAS STATE UNIVERSITY (for.VISCA,LSU.)-BAYBAY",77.78%
WEST NEGROS COLLEGE,25.00%
WESTERN INSTITUTE OF TECHNOLOGY,15.84%
WESTERN MINDANAO STATE U- IPIL,100.00%
WESTERN MINDANAO STATE U- ZAMBOANGA CITY,23.26%
"WESTERN PHILIPPINES
UNIV.(for.PALAWAN N.A.C)- ABORLAN",25.64%
WESTERN PHILIPPINES UNIVERSITY-PUERTO PRINCESA,33.33%
WESTMEAD INTERNATIONAL SCHOOL,30.00%
XAVIER UNIVERSITY,56.41%
ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,40.00%
